"Species","Model","Coef.name","mean","sd","X0.025quant","X0.5quant","X0.975quant","mode","kld","log.center"
"Atheresthes.stomias","pos","cent.log.depth",0.613908670440221,0.0365153891036094,0.542274604334982,0.613888016531249,0.685591513161649,0.613849406032169,0,4.88070230935238
"Atheresthes.stomias","pos","cent.log.depth2",-1.47402904272914,0.0334706950576908,-1.53953660438879,-1.47410239510555,-1.40817500351923,-1.47424637926054,2.18706553959021e-21,4.88070230935238
"Atheresthes.stomias","pos","Y1984",3.45480304999421,0.203544800899055,3.04824889963461,3.45673474797254,3.85052080600989,3.46072362285292,3.81592943127524e-12,4.88070230935238
"Atheresthes.stomias","pos","Y1987",-0.0343495152234424,0.12924678263522,-0.288915609697161,-0.034254743658563,0.219407497189346,-0.0340541344329904,2.46738545330338e-13,4.88070230935238
"Atheresthes.stomias","pos","Y1990",0.271626677776243,0.16387751778496,-0.0532215997699529,0.27243963792001,0.591702173639488,0.274119924442166,9.59994241117254e-13,4.88070230935238
"Atheresthes.stomias","pos","Y1993",0.505426275413909,0.184439860242485,0.142067031460677,0.505484762133509,0.868002335164302,0.505601535733567,4.07953484984888e-15,4.88070230935238
"Atheresthes.stomias","pos","Y1996",0.461598418625997,0.200805192247884,0.0662782482673637,0.461543111182604,0.856697762276488,0.461422425033738,1.23900449613813e-14,4.88070230935238
"Atheresthes.stomias","pos","Y1999",0.401690167198315,0.214402403610272,-0.0182514323335854,0.400883455443295,0.825425091242221,0.399210240041995,6.50591249996138e-13,4.88070230935238
"Atheresthes.stomias","pos","Y2001",0.409414131037406,0.237226303131105,-0.0572044149862579,0.409208208537303,0.876546260509535,0.408790974163762,3.61270254132899e-14,4.88070230935238
"Atheresthes.stomias","pos","Y2003",0.747937887083773,0.23467587561655,0.285997778911999,0.747826297021885,1.20990143873425,0.747620606838705,3.83024904263858e-14,4.88070230935238
"Atheresthes.stomias","pos","Y2005",0.621213763748179,0.240506898449335,0.149076529016147,0.620634975039455,1.0958364564097,0.619438201526702,3.28449569538166e-13,4.88070230935238
"Atheresthes.stomias","pos","Y2007",0.543388389539037,0.246480913060106,0.0579850203052597,0.543320616222644,1.02852531288883,0.543192595683824,7.05849716628613e-14,4.88070230935238
"Atheresthes.stomias","pos","Y2009",0.573121635811865,0.251545819817852,0.079487741269596,0.572434562269652,1.06979728523227,0.57102465992497,4.26585170657033e-13,4.88070230935238
"Atheresthes.stomias","pos","Y2011",0.502809439009386,0.256462189376024,-0.000754057852979884,0.502202059325404,1.008973076753,0.50095860176869,3.42235078056226e-13,4.88070230935238
"Atheresthes.stomias","pos","Y2013",0.221318947444826,0.263554609797756,-0.295684349609431,0.220539824656933,0.741872571539723,0.218976070642019,3.90144749260422e-13,4.88070230935238
"Atheresthes.stomias","pos","Y2015",0.404694630669697,0.265629305184929,-0.115895828946306,0.403724094133875,0.929870479152294,0.401781546554096,5.93198105449184e-13,4.88070230935238
"Atheresthes.stomias","binomial","cent.log.depth",2.51296959555407,0.129462705412436,2.26338463463397,2.51161121359854,2.77048908045944,2.50901674981505,1.58976195225332e-13,4.88070230935238
"Atheresthes.stomias","binomial","cent.log.depth2",-2.64187452575991,0.107442652587648,-2.85590681033742,-2.64070732883023,-2.43437437508509,-2.6382561449903,7.69390378556478e-14,4.88070230935238
"Atheresthes.stomias","binomial","Y1984",5.20581475689533,1.58753539211339,1.97886966086911,5.19936844980298,8.45797107896266,5.18264525482718,6.42530143987505e-11,4.88070230935238
"Hippoglossus.stenolepis","pos","cent.log.depth",-0.935330054277612,0.030786253275499,-0.995715426703658,-0.935351938657184,-0.874878806561399,-0.935393091659617,0,4.88070230935238
"Hippoglossus.stenolepis","pos","cent.log.depth2",-0.240200401618257,0.0315290138951364,-0.301791382007763,-0.240310039382172,-0.178059131118932,-0.24052768682436,1.22153942023568e-14,4.88070230935238
"Hippoglossus.stenolepis","pos","Y1984",2.51368335034005,0.124540557014786,2.26335770786695,2.51481642462871,2.75777662587993,2.51716634067812,4.50238032065647e-11,4.88070230935238
"Hippoglossus.stenolepis","binomial","cent.log.depth",-2.96245665625558,0.110051959725879,-3.18353461638368,-2.96069653596158,-2.75123049077911,-2.95712835834823,5.50004191936239e-13,4.88070230935238
"Hippoglossus.stenolepis","binomial","cent.log.depth2",-0.513933724676389,0.108600086988352,-0.723865136128455,-0.515074853312325,-0.297551655835178,-0.517366971435577,4.36549877199441e-13,4.88070230935238
"Hippoglossus.stenolepis","binomial","Y1984",2.15801625280942,1.56831222645823,-1.09365142300376,2.13332431272478,5.54989714680078,2.10343791739889,7.16976226491963e-13,4.88070230935238
"Hippoglossus.stenolepis","binomial","Y1987",0.788302284275657,0.343491626982451,0.114053706104303,0.78370584566564,1.4897402124801,0.775744250567971,2.25493349077159e-10,4.88070230935238
"Hippoglossus.stenolepis","binomial","Y1990",-0.63138376529748,0.442697573239148,-1.52189575363824,-0.632579094386996,0.267545258360339,-0.633996399759545,1.82068004783383e-10,4.88070230935238
"Hippoglossus.stenolepis","binomial","Y1993",0.203179373233176,0.528744210034199,-0.869153514197819,0.20372777817556,1.27336279820688,0.204753160457814,1.29100814691859e-10,4.88070230935238
"Hippoglossus.stenolepis","binomial","Y1996",-0.22723325244094,0.595750682156433,-1.42843918346532,-0.230473896645637,0.992964456870457,-0.235804685576373,9.71685319283312e-11,4.88070230935238
"Hippoglossus.stenolepis","binomial","Y1999",0.106251848529535,0.661171598280673,-1.21845569938302,0.0991011337911558,1.47026605607785,0.0867454286637399,1.15716376458765e-10,4.88070230935238
"Hippoglossus.stenolepis","binomial","Y2001",-0.163278655229035,0.736735589993176,-1.64291948747366,-0.169397946836411,1.34751739160012,-0.181381982994446,1.21368724151141e-10,4.88070230935238
"Hippoglossus.stenolepis","binomial","Y2003",-0.206328696049004,0.763838535067926,-1.76266272166023,-0.205964485105662,1.34951257017265,-0.205521505141952,5.53830314878633e-11,4.88070230935238
"Hippoglossus.stenolepis","binomial","Y2005",-0.385158589176166,0.809082496734183,-2.02740737751943,-0.387514041015783,1.27255483612733,-0.391004561909997,4.90507277781715e-11,4.88070230935238
"Hippoglossus.stenolepis","binomial","Y2007",-0.0976984611770912,0.852528746547678,-1.82826225314059,-0.100382571807814,1.65026916278452,-0.104412404455273,4.52233418534313e-11,4.88070230935238
"Hippoglossus.stenolepis","binomial","Y2009",-0.0937561627242815,0.891872731119788,-1.91655128804616,-0.0925538192482549,1.72449778692889,-0.0904564248498645,3.9115822595317e-11,4.88070230935238
"Hippoglossus.stenolepis","binomial","Y2011",0.070230182650149,0.930842561668382,-1.8217562247306,0.0675972064489626,1.97900791656469,0.0633778977799757,3.83836892925456e-11,4.88070230935238
"Hippoglossus.stenolepis","binomial","Y2013",-0.371068636986102,0.967394631350667,-2.33533842218969,-0.374407582066544,1.61591225590242,-0.378868563019044,3.77344465027025e-11,4.88070230935238
"Hippoglossus.stenolepis","binomial","Y2015",0.204302528128104,0.997391639899446,-1.83606328997314,0.205535887168202,2.24170285865519,0.208356343874302,2.98085038932557e-11,4.88070230935238
"Gadus.chalcogrammus","pos","cent.log.depth",1.18162071689156,0.0760689797019539,1.03239803718239,1.18158083670389,1.3309425182603,1.18151874012073,0,4.88070230935238
"Gadus.chalcogrammus","pos","cent.log.depth2",-0.380163945683452,0.0697647776916407,-0.516566582861483,-0.380365735274924,-0.242769927891642,-0.380765289598337,8.55399578056531e-15,4.88070230935238
"Gadus.chalcogrammus","pos","Y1984",2.55033505304444,0.230865993360917,2.09492629383718,2.55027396225269,3.00545251627629,2.55020006267953,6.70728136145259e-13,4.88070230935238
"Gadus.chalcogrammus","binomial","cent.log.depth",1.63771069345458,0.0754356884888859,1.4903380073765,1.63746343479547,1.78633999722156,1.63699006522791,0,4.88070230935238
"Gadus.chalcogrammus","binomial","cent.log.depth2",-1.57704348088276,0.0668733251009477,-1.70934210337903,-1.57670466948127,-1.446738993805,-1.57601943062243,0,4.88070230935238
"Gadus.chalcogrammus","binomial","Y1984",2.90105018880841,4.21001514341468,-5.5557529511335,2.89369258861333,11.3900486489773,2.87695706804163,1.524629354752e-10,4.88070230935238
"Gadus.macrocephalus","pos","cent.log.depth",-0.89577956434399,0.0587204618815073,-1.01080184548284,-0.895874766911184,-0.780335983842202,-0.896061054156091,8.04954404489604e-15,4.88070230935238
"Gadus.macrocephalus","pos","cent.log.depth2",-0.675140841291943,0.0584747669416759,-0.789305424076375,-0.675367135244807,-0.559828238117845,-0.67581641413195,1.21759951067074e-14,4.88070230935238
"Gadus.macrocephalus","pos","Y1984",2.5346994093153,0.075902275673872,2.38300006294621,2.53549418452332,2.68192544727017,2.53711559695086,6.2052033273566e-12,4.88070230935238
"Gadus.macrocephalus","binomial","cent.log.depth",-1.3551243410663,0.067685082632593,-1.48860278496403,-1.35493120939627,-1.22283775875918,-1.35453787399019,3.63509302746206e-14,4.88070230935238
"Gadus.macrocephalus","binomial","cent.log.depth2",-1.82382075629616,0.0735274269194046,-1.96979001527484,-1.82325087425211,-1.68110412984018,-1.82207753938824,6.16073862925202e-14,4.88070230935238
"Gadus.macrocephalus","binomial","Y1984",1.94893027529175,0.474823349650245,1.04622538795672,1.9329929993846,2.94322825848796,1.90452270425299,1.15561198664188e-10,4.88070230935238
"Glyptocephalus.zachirus","pos","cent.log.depth",0.748178419076811,0.0577262170550955,0.634453716154867,0.748305034165947,0.861097409214314,0.748564068024698,0,4.88070230935238
"Glyptocephalus.zachirus","pos","cent.log.depth2",-0.98230173831906,0.0557456106018171,-1.09102274946538,-0.982557853346944,-0.872263407795168,-0.983067984878698,1.78631832934828e-14,4.88070230935238
"Glyptocephalus.zachirus","pos","Y1984",1.00384643756113,0.448030863009523,0.093726893802588,1.00806705614042,1.88923107479849,1.0154594010804,1.54656632463686e-10,4.88070230935238
"Glyptocephalus.zachirus","binomial","cent.log.depth",3.2937207761321,0.0965135540059133,3.1068981668692,3.29291338333025,3.48491163416233,3.29122166913203,0,4.88070230935238
"Glyptocephalus.zachirus","binomial","cent.log.depth2",-2.20884440436565,0.096276618179167,-2.39902966775621,-2.20838802259326,-2.02127184095576,-2.20739658175192,4.79102650735537e-14,4.88070230935238
"Glyptocephalus.zachirus","binomial","Y1984",1.42080780141437,0.799801969611475,-0.0997559752522306,1.39023624005852,3.10559614580564,1.33070281190287,3.58849866715602e-10,4.88070230935238
"Glyptocephalus.zachirus","binomial","Y1987",0.915306072450405,0.250747873181986,0.405919559379112,0.920355372776961,1.39611484737988,0.92982518268412,2.19803855201228e-11,4.88070230935238
"Glyptocephalus.zachirus","binomial","Y1990",0.457851927446894,0.308067497678592,-0.168596629613112,0.463688169459982,1.051327048918,0.474506101850737,2.69894526759706e-11,4.88070230935238
"Glyptocephalus.zachirus","binomial","Y1993",0.810956074639377,0.356671816538498,0.0944641122331299,0.813841755902586,1.50990990704681,0.818862383022934,4.63325417461124e-11,4.88070230935238
"Glyptocephalus.zachirus","binomial","Y1996",0.651595891887697,0.393296473756041,-0.138212008036412,0.654301649949876,1.4245288642487,0.658877672299727,6.87144956989475e-11,4.88070230935238
"Glyptocephalus.zachirus","binomial","Y1999",0.944618412970478,0.430972166065383,0.0856646204987268,0.945062252096771,1.79894564727981,0.94538247208806,8.07382642323664e-11,4.88070230935238
"Glyptocephalus.zachirus","binomial","Y2001",1.03126353130917,0.482231228777467,0.0664365519026124,1.03316134418363,1.98290823805421,1.03607664128494,7.45968594792189e-11,4.88070230935238
"Glyptocephalus.zachirus","binomial","Y2003",1.25943280028196,0.492303268840621,0.286014355428982,1.25687424428582,2.24594284759237,1.25153285555111,9.37202389406796e-11,4.88070230935238
"Glyptocephalus.zachirus","binomial","Y2005",1.31076664833453,0.516769386847067,0.276092854781849,1.31247342899832,2.33299958184047,1.31497056130959,9.9108280425452e-11,4.88070230935238
"Glyptocephalus.zachirus","binomial","Y2007",1.11377639358413,0.539799355222046,0.0339820701016793,1.11510244708533,2.18365380682885,1.11704528822572,1.10991335103135e-10,4.88070230935238
"Glyptocephalus.zachirus","binomial","Y2009",1.44586833402896,0.563611376045003,0.308553928835051,1.45080837424184,2.55318178820128,1.45915678503359,9.69345216303145e-11,4.88070230935238
"Glyptocephalus.zachirus","binomial","Y2011",1.09330870944085,0.584578540544077,-0.0732137382992721,1.09354011946545,2.25599643114593,1.0932434171728,1.20448565523097e-10,4.88070230935238
"Glyptocephalus.zachirus","binomial","Y2013",0.947176554670022,0.60711300816896,-0.262513531858354,0.946833377382319,2.15670227537104,0.94568195351318,1.2142251966509e-10,4.88070230935238
"Glyptocephalus.zachirus","binomial","Y2015",0.842908576934069,0.622578486443176,-0.411579263666508,0.847469737471373,2.06924463105935,0.855229116197482,1.16682684040473e-10,4.88070230935238
"Hippoglossoides.elassodon","pos","cent.log.depth",0.153416741907123,0.0633897829364103,0.0291472075623273,0.153350268647669,0.277940675935532,0.153222231403353,1.07927403222798e-15,4.88070230935238
"Hippoglossoides.elassodon","pos","cent.log.depth2",-0.954518023183985,0.0632346393978082,-1.07810346325813,-0.954719007927428,-0.829934145400556,-0.955117443284586,6.94128857192823e-15,4.88070230935238
"Hippoglossoides.elassodon","pos","Y1984",1.28457402548426,0.441573514432229,0.384101726722523,1.29420480998403,2.13365549586431,1.31377884956115,1.56819891307966e-11,4.88070230935238
"Hippoglossoides.elassodon","binomial","cent.log.depth",2.23237040857998,0.0967781235051458,2.04386519873819,2.23186169408557,2.42352630299583,2.23084530930568,2.54771628666333e-22,4.88070230935238
"Hippoglossoides.elassodon","binomial","cent.log.depth2",-2.93393553331498,0.108371036931375,-3.14967638676008,-2.93290845867194,-2.72405092357795,-2.93083275980586,0,4.88070230935238
"Hippoglossoides.elassodon","binomial","Y1984",1.68967014244645,4.73482572428782,-8.04441150663088,1.72823935169441,11.2021613145272,1.78890023093054,1.24045545158967e-10,4.88070230935238
"Microstomus.pacificus","pos","cent.log.depth",1.23815126423094,0.065720301799176,1.1083943258842,1.23838998717718,1.36646816473899,1.23887480511405,1.28523067767325e-14,4.88070230935238
"Microstomus.pacificus","pos","cent.log.depth2",0.0872241698671914,0.0595685229523389,-0.0288824259505236,0.0869258549768098,0.204874797063441,0.0863312353690454,2.9087977526371e-14,4.88070230935238
"Microstomus.pacificus","pos","Y1984",0.196534201628251,0.376593073504548,-0.566823361862803,0.200485674704392,0.936938490164658,0.207486145136022,1.33815466432838e-10,4.88070230935238
"Microstomus.pacificus","binomial","cent.log.depth",3.34105280803651,0.0914701660353354,3.16361051526599,3.34034425165615,3.52234666449671,3.33891234952922,1.06155204352331e-13,4.88070230935238
"Microstomus.pacificus","binomial","cent.log.depth2",-0.300943340193912,0.107574200763021,-0.512414843938648,-0.300856174349181,-0.0901467903639886,-0.300670759820713,8.99425598624912e-16,4.88070230935238
"Microstomus.pacificus","binomial","Y1984",0.17781701621669,0.860967461877821,-1.5185243281305,0.165848769575186,1.94241299395504,0.145005635624324,2.40415528763895e-10,4.88070230935238
"Anoplopoma.fimbria","pos","cent.log.depth",1.38477798711014,0.0697740074502667,1.24548231036522,1.38571070561287,1.51910213284518,1.38784660630341,2.50850735811624e-13,4.88070230935238
"Anoplopoma.fimbria","pos","cent.log.depth2",0.360856885576819,0.0541836626065798,0.255367637382813,0.360543243146272,0.467985147350673,0.35991776005887,3.78158154836772e-14,4.88070230935238
"Anoplopoma.fimbria","pos","Y1984",1.68107099676748,0.194351225286803,1.29730549385151,1.68162180004175,2.06138930091708,1.68273034549869,1.36380771862212e-12,4.88070230935238
"Anoplopoma.fimbria","pos","Y1987",-0.213923750632318,0.181742288265,-0.573735752457606,-0.21306527531577,0.140825969242675,-0.211309638537438,1.21277262486409e-12,4.88070230935238
"Anoplopoma.fimbria","pos","Y1990",-0.696627452028433,0.227783244443733,-1.14771549438025,-0.695476300640966,-0.252274411236054,-0.693111757159353,1.19639656144746e-12,4.88070230935238
"Anoplopoma.fimbria","pos","Y1993",-0.46810450177723,0.241221033638095,-0.944563915459125,-0.467313343085059,0.00356071708284789,-0.465670868097378,9.3349138450839e-13,4.88070230935238
"Anoplopoma.fimbria","pos","Y1996",-0.629326194184877,0.250024950063902,-1.12096366382766,-0.629271127194971,-0.138470475329103,-0.629111859840106,7.34598336783884e-13,4.88070230935238
"Anoplopoma.fimbria","pos","Y1999",-0.78388890391111,0.257322818165229,-1.28875997257254,-0.784223517072274,-0.277700330383362,-0.784868402670304,7.85530121117539e-13,4.88070230935238
"Anoplopoma.fimbria","pos","Y2001",-0.289340685843406,0.287684712241302,-0.854837886544835,-0.289332344959498,0.275542089143146,-0.28927821913283,7.66725679515616e-13,4.88070230935238
"Anoplopoma.fimbria","pos","Y2003",-0.40735095657832,0.267268573736783,-0.932520800531042,-0.407429722295598,0.117725187720655,-0.407545113231865,9.59539929172642e-13,4.88070230935238
"Anoplopoma.fimbria","pos","Y2005",-0.5308135792414,0.26823927327343,-1.05718335042069,-0.531143837980381,-0.00315498299865302,-0.531760245047533,1.0201138492692e-12,4.88070230935238
"Anoplopoma.fimbria","pos","Y2007",-0.814133295809032,0.270889339645957,-1.34507132583684,-0.814688169603256,-0.280695594100144,-0.815771257135997,1.12563834356833e-12,4.88070230935238
"Anoplopoma.fimbria","pos","Y2009",-0.853618187778429,0.272386320800732,-1.38747895619436,-0.854183784352883,-0.317180141870856,-0.855267526985086,1.15033492946929e-12,4.88070230935238
"Anoplopoma.fimbria","pos","Y2011",-1.02740072585186,0.279159301819749,-1.57426595245262,-1.02806196276901,-0.477451580843685,-1.02934731789656,1.05138540210943e-12,4.88070230935238
"Anoplopoma.fimbria","pos","Y2013",-0.92761583554291,0.295857489165757,-1.50766824857052,-0.928122243733796,-0.345366726682365,-0.929107564715493,8.67879639396283e-13,4.88070230935238
"Anoplopoma.fimbria","pos","Y2015",-0.830869243766354,0.272911811580489,-1.36569183453182,-0.83147611980536,-0.293248934189112,-0.832642185192241,1.31024932890004e-12,4.88070230935238
"Anoplopoma.fimbria","binomial","cent.log.depth",4.29413873161083,0.110068342632948,4.08075426413036,4.2932470038402,4.51241992108804,4.29145779218966,9.33059730959815e-22,4.88070230935238
"Anoplopoma.fimbria","binomial","cent.log.depth2",1.6934764138846,0.104752422878903,1.48678646867945,1.69381086962924,1.8981245787016,1.69449089347425,0,4.88070230935238
"Anoplopoma.fimbria","binomial","Y1984",-0.138324226043488,0.591254354498482,-1.33190489782086,-0.133001366913516,1.02412157432879,-0.123332584869515,1.05172052373664e-10,4.88070230935238
"Anoplopoma.fimbria","binomial","Y1987",-0.199828376566387,0.254717817735905,-0.705905653780737,-0.198526365933963,0.298396771178845,-0.19598067617583,2.15333820604298e-12,4.88070230935238
"Anoplopoma.fimbria","binomial","Y1990",-1.23299214205325,0.322654594158698,-1.87706218105216,-1.23061223066151,-0.602805400336469,-1.22591687133854,6.1437395907845e-12,4.88070230935238
"Anoplopoma.fimbria","binomial","Y1993",-0.398433295068274,0.367127507858956,-1.12232620899616,-0.399196420377133,0.328691881258473,-0.40057265769972,6.07160928466878e-12,4.88070230935238
"Anoplopoma.fimbria","binomial","Y1996",-0.781845147105552,0.405450355952864,-1.57092933058451,-0.78632414859806,0.0330409800483956,-0.794811396450115,1.78933511576282e-11,4.88070230935238
"Anoplopoma.fimbria","binomial","Y1999",-0.472145080562788,0.441198456962781,-1.3362382462037,-0.475348495175634,0.409783774511311,-0.48141994480566,1.59684559708666e-11,4.88070230935238
"Anoplopoma.fimbria","binomial","Y2001",-0.442119151446599,0.494310837577292,-1.41146674892906,-0.445233776240718,0.544307820697399,-0.451137628671074,1.39616511039895e-11,4.88070230935238
"Anoplopoma.fimbria","binomial","Y2003",-0.425143096321321,0.496067764228451,-1.3880418330476,-0.43181250220967,0.576510362870363,-0.444419141447283,2.30742445410093e-11,4.88070230935238
"Anoplopoma.fimbria","binomial","Y2005",-0.631473103557689,0.519411859206302,-1.63977484281907,-0.638513628768898,0.417670899504221,-0.651858472479731,2.38893445153469e-11,4.88070230935238
"Anoplopoma.fimbria","binomial","Y2007",-1.09588574449252,0.539601912001806,-2.15929349223529,-1.09802805237567,-0.0212882022555707,-1.10197162761394,2.52206246702873e-11,4.88070230935238
"Anoplopoma.fimbria","binomial","Y2009",-0.987976339816676,0.559368713075411,-2.08542208534167,-0.991941189082731,0.131474322565848,-0.999449975172252,2.75157261939229e-11,4.88070230935238
"Anoplopoma.fimbria","binomial","Y2011",-1.20338204242104,0.578663460926989,-2.34046792726497,-1.20687550921809,-0.0470582965990771,-1.2133815264634,2.75972773880958e-11,4.88070230935238
"Anoplopoma.fimbria","binomial","Y2013",-2.14732308045045,0.603372717718218,-3.32812700367496,-2.15242788304025,-0.937366317795149,-2.16183107193072,2.55878518125031e-11,4.88070230935238
"Anoplopoma.fimbria","binomial","Y2015",-0.951192860528884,0.607930001501139,-2.14081829868647,-0.956729195974171,0.269789243126754,-0.967174999192716,3.21769185935065e-11,4.88070230935238
"Sebastes.alutus","pos","cent.log.depth",2.11367851887682,0.142306292185329,1.83393887789227,2.11379126565132,2.39253645068044,2.11402830899886,2.19291609162387e-14,4.88070230935238
"Sebastes.alutus","pos","cent.log.depth2",-3.72778684706748,0.152548702273703,-4.02530500934952,-3.7284893017627,-3.42665480963792,-3.72988743008821,0,4.88070230935238
"Sebastes.alutus","pos","Y1984",2.94562236943403,0.445735400345364,2.10135946537188,2.93278486836995,3.86197064286054,2.9069359616709,2.38271957193853e-11,4.88070230935238
"Sebastes.alutus","binomial","cent.log.depth",2.11776330264433,0.0974974622206784,1.92772068807302,2.1172796632771,2.31030860736194,2.11631570181692,0,4.88070230935238
"Sebastes.alutus","binomial","cent.log.depth2",-2.90323367458095,0.106724757182007,-3.11476746568488,-2.90256419841442,-2.69559052066492,-2.90121064320341,7.79775985957933e-14,4.88070230935238
"Sebastes.alutus","binomial","Y1984",0.467369261411455,2.24011469693679,-4.02397922882325,0.420624387772492,5.22881014615188,0.356542145690413,3.92723733786333e-11,4.88070230935238
"Thaleichthys.pacificus","pos","cent.log.depth",1.59042094453161,0.11322955555384,1.36817726981022,1.5903926710492,1.81261643046737,1.59034482377959,0,4.88070230935238
"Thaleichthys.pacificus","pos","cent.log.depth2",-0.473672045077101,0.105669002594167,-0.679959885377445,-0.474087855882733,-0.265272822623676,-0.474914291484647,1.9264452900364e-14,4.88070230935238
"Thaleichthys.pacificus","pos","Y1984",-1.15773846208461,0.45190723677373,-2.10634985695894,-1.13785316414327,-0.320360408668678,-1.09724328865897,9.33093854573598e-11,4.88070230935238
"Thaleichthys.pacificus","binomial","cent.log.depth",2.91422454534817,0.0992711385266974,2.72101968769765,2.91363402814711,3.11052378164118,2.91245569196685,9.01268547690811e-14,4.88070230935238
"Thaleichthys.pacificus","binomial","cent.log.depth2",-1.09031446483768,0.102432815668584,-1.29358815977571,-1.08958975134739,-0.891226433139713,-1.08812524318843,9.52301617717942e-14,4.88070230935238
"Thaleichthys.pacificus","binomial","Y1984",-3.84197757048032,3.25238917472622,-10.2630369126633,-3.83558844944577,2.53664012897659,-3.82229782374526,2.7657876001241e-13,4.88070230935238
"Thaleichthys.pacificus","binomial","Y1987",0.457343032688272,0.310705956317307,-0.154302699516148,0.456880659078483,1.07062314039853,0.455994810045806,6.98646238417869e-14,4.88070230935238
"Thaleichthys.pacificus","binomial","Y1990",1.0868602872,0.401628977426959,0.304739275675306,1.08296961552798,1.8904891974465,1.07519638367928,3.24486070126823e-12,4.88070230935238
"Thaleichthys.pacificus","binomial","Y1993",1.19539190851343,0.473459033812912,0.273797601688791,1.1904436842132,2.14442513819187,1.1805465124988,3.54864097191302e-12,4.88070230935238
"Thaleichthys.pacificus","binomial","Y1996",1.12340841279488,0.533687062904245,0.0812137052556101,1.11878997549166,2.19092785016638,1.10967060082003,4.23240736535435e-12,4.88070230935238
"Thaleichthys.pacificus","binomial","Y1999",1.13826966611283,0.59034918141554,-0.0119404749259098,1.13223593259812,2.32201174908661,1.12032033981532,4.01721706464679e-12,4.88070230935238
"Thaleichthys.pacificus","binomial","Y2001",0.792633278586483,0.660638552595683,-0.498854209464134,0.787447381631346,2.11246739777878,0.777322680549787,4.19886181704194e-12,4.88070230935238
